文件名,YS,PV,组号,序号
YS_2.066_PV_0.404\2.066_0.404_2_2.png,2.066,0.404,2,2
YS_2.066_PV_0.404\2.066_0.404_2_3.png,2.066,0.404,2,3
YS_2.066_PV_0.404\2.066_0.404_2_4.png,2.066,0.404,2,4
YS_2.066_PV_0.404\2.066_0.404_2_5.png,2.066,0.404,2,5
YS_2.066_PV_0.404\2.066_0.404_2_6.png,2.066,0.404,2,6
YS_2.066_PV_0.404\2.066_0.404_2_7.png,2.066,0.404,2,7
YS_2.066_PV_0.404\2.066_0.404_2_8.png,2.066,0.404,2,8
YS_2.066_PV_0.404\2.066_0.404_3_0.png,2.066,0.404,3,0
YS_2.066_PV_0.404\2.066_0.404_3_1.png,2.066,0.404,3,1
YS_2.066_PV_0.404\2.066_0.404_3_2.png,2.066,0.404,3,2
YS_2.066_PV_0.404\2.066_0.404_3_3.png,2.066,0.404,3,3
YS_2.066_PV_0.404\2.066_0.404_3_4.png,2.066,0.404,3,4
YS_2.066_PV_0.404\2.066_0.404_3_5.png,2.066,0.404,3,5
YS_2.066_PV_0.404\2.066_0.404_3_6.png,2.066,0.404,3,6
YS_2.066_PV_0.404\2.066_0.404_3_7.png,2.066,0.404,3,7
YS_2.066_PV_0.404\2.066_0.404_3_8.png,2.066,0.404,3,8
YS_2.066_PV_0.404\2.066_0.404_4_0.png,2.066,0.404,4,0
YS_2.066_PV_0.404\2.066_0.404_4_1.png,2.066,0.404,4,1
YS_2.066_PV_0.404\2.066_0.404_4_2.png,2.066,0.404,4,2
YS_2.066_PV_0.404\2.066_0.404_4_3.png,2.066,0.404,4,3
YS_2.066_PV_0.404\2.066_0.404_4_4.png,2.066,0.404,4,4
YS_2.066_PV_0.404\2.066_0.404_4_5.png,2.066,0.404,4,5
YS_2.066_PV_0.404\2.066_0.404_4_6.png,2.066,0.404,4,6
YS_2.066_PV_0.404\2.066_0.404_4_7.png,2.066,0.404,4,7
YS_2.066_PV_0.404\2.066_0.404_4_8.png,2.066,0.404,4,8
YS_2.066_PV_0.404\2.066_0.404_5_0.png,2.066,0.404,5,0
YS_2.066_PV_0.404\2.066_0.404_5_1.png,2.066,0.404,5,1
YS_2.066_PV_0.404\2.066_0.404_5_2.png,2.066,0.404,5,2
YS_2.066_PV_0.404\2.066_0.404_5_3.png,2.066,0.404,5,3
YS_2.066_PV_0.404\2.066_0.404_5_4.png,2.066,0.404,5,4
YS_2.066_PV_0.404\2.066_0.404_5_5.png,2.066,0.404,5,5
YS_2.066_PV_0.404\2.066_0.404_5_6.png,2.066,0.404,5,6
YS_2.066_PV_0.404\2.066_0.404_5_7.png,2.066,0.404,5,7
YS_2.066_PV_0.404\2.066_0.404_5_8.png,2.066,0.404,5,8
YS_2.066_PV_0.404\2.066_0.404_6_0.png,2.066,0.404,6,0
YS_2.066_PV_0.404\2.066_0.404_6_1.png,2.066,0.404,6,1
YS_2.066_PV_0.404\2.066_0.404_6_2.png,2.066,0.404,6,2
YS_2.066_PV_0.404\2.066_0.404_6_3.png,2.066,0.404,6,3
YS_2.066_PV_0.404\2.066_0.404_6_4.png,2.066,0.404,6,4
YS_2.066_PV_0.404\2.066_0.404_6_5.png,2.066,0.404,6,5
YS_2.066_PV_0.404\2.066_0.404_6_6.png,2.066,0.404,6,6
YS_2.066_PV_0.404\2.066_0.404_6_7.png,2.066,0.404,6,7
YS_2.066_PV_0.404\2.066_0.404_6_8.png,2.066,0.404,6,8
YS_2.066_PV_0.404\2.066_0.404_7_0.png,2.066,0.404,7,0
YS_2.066_PV_0.404\2.066_0.404_7_1.png,2.066,0.404,7,1
YS_2.066_PV_0.404\2.066_0.404_7_2.png,2.066,0.404,7,2
YS_2.066_PV_0.404\2.066_0.404_7_3.png,2.066,0.404,7,3
YS_2.066_PV_0.404\2.066_0.404_7_4.png,2.066,0.404,7,4
YS_2.066_PV_0.404\2.066_0.404_7_5.png,2.066,0.404,7,5
YS_2.066_PV_0.404\2.066_0.404_7_6.png,2.066,0.404,7,6
YS_2.066_PV_0.404\2.066_0.404_7_7.png,2.066,0.404,7,7
YS_2.066_PV_0.404\2.066_0.404_7_8.png,2.066,0.404,7,8
YS_2.066_PV_0.404\2.066_0.404_8_0.png,2.066,0.404,8,0
YS_2.066_PV_0.404\2.066_0.404_8_1.png,2.066,0.404,8,1
YS_2.066_PV_0.404\2.066_0.404_8_2.png,2.066,0.404,8,2
YS_2.066_PV_0.404\2.066_0.404_8_3.png,2.066,0.404,8,3
YS_2.066_PV_0.404\2.066_0.404_8_4.png,2.066,0.404,8,4
YS_2.066_PV_0.404\2.066_0.404_8_5.png,2.066,0.404,8,5
YS_2.066_PV_0.404\2.066_0.404_8_6.png,2.066,0.404,8,6
YS_2.066_PV_0.404\2.066_0.404_8_7.png,2.066,0.404,8,7
YS_2.066_PV_0.404\2.066_0.404_8_8.png,2.066,0.404,8,8
YS_2.066_PV_0.404\2.066_0.404_9_0.png,2.066,0.404,9,0
YS_2.066_PV_0.404\2.066_0.404_9_1.png,2.066,0.404,9,1
YS_2.066_PV_0.404\2.066_0.404_9_2.png,2.066,0.404,9,2
YS_2.066_PV_0.404\2.066_0.404_9_3.png,2.066,0.404,9,3
YS_2.066_PV_0.404\2.066_0.404_9_4.png,2.066,0.404,9,4
YS_2.066_PV_0.404\2.066_0.404_9_5.png,2.066,0.404,9,5
YS_2.066_PV_0.404\2.066_0.404_9_6.png,2.066,0.404,9,6
YS_2.066_PV_0.404\2.066_0.404_9_7.png,2.066,0.404,9,7
YS_2.066_PV_0.404\2.066_0.404_9_8.png,2.066,0.404,9,8
YS_2.066_PV_0.404\2.066_0.404_10_0.png,2.066,0.404,10,0
YS_2.066_PV_0.404\2.066_0.404_10_1.png,2.066,0.404,10,1
YS_2.066_PV_0.404\2.066_0.404_10_2.png,2.066,0.404,10,2
YS_2.066_PV_0.404\2.066_0.404_10_3.png,2.066,0.404,10,3
YS_2.066_PV_0.404\2.066_0.404_10_4.png,2.066,0.404,10,4
YS_2.066_PV_0.404\2.066_0.404_10_5.png,2.066,0.404,10,5
YS_2.066_PV_0.404\2.066_0.404_10_6.png,2.066,0.404,10,6
YS_2.066_PV_0.404\2.066_0.404_10_7.png,2.066,0.404,10,7
YS_2.066_PV_0.404\2.066_0.404_10_8.png,2.066,0.404,10,8
YS_2.066_PV_0.404\2.066_0.404_11_0.png,2.066,0.404,11,0
YS_2.066_PV_0.404\2.066_0.404_11_1.png,2.066,0.404,11,1
YS_2.066_PV_0.404\2.066_0.404_11_2.png,2.066,0.404,11,2
YS_2.066_PV_0.404\2.066_0.404_11_3.png,2.066,0.404,11,3
YS_2.066_PV_0.404\2.066_0.404_11_4.png,2.066,0.404,11,4
YS_2.066_PV_0.404\2.066_0.404_11_5.png,2.066,0.404,11,5
YS_2.066_PV_0.404\2.066_0.404_11_6.png,2.066,0.404,11,6
YS_2.066_PV_0.404\2.066_0.404_11_7.png,2.066,0.404,11,7
YS_2.066_PV_0.404\2.066_0.404_11_8.png,2.066,0.404,11,8
YS_2.066_PV_0.404\2.066_0.404_12_0.png,2.066,0.404,12,0
YS_2.066_PV_0.404\2.066_0.404_12_1.png,2.066,0.404,12,1
YS_2.066_PV_0.404\2.066_0.404_12_2.png,2.066,0.404,12,2
YS_2.066_PV_0.404\2.066_0.404_12_3.png,2.066,0.404,12,3
YS_2.066_PV_0.404\2.066_0.404_12_4.png,2.066,0.404,12,4
YS_2.066_PV_0.404\2.066_0.404_12_5.png,2.066,0.404,12,5
YS_2.066_PV_0.404\2.066_0.404_12_6.png,2.066,0.404,12,6
YS_2.066_PV_0.404\2.066_0.404_12_7.png,2.066,0.404,12,7
YS_2.066_PV_0.404\2.066_0.404_12_8.png,2.066,0.404,12,8
YS_2.066_PV_0.404\2.066_0.404_13_0.png,2.066,0.404,13,0
YS_2.066_PV_0.404\2.066_0.404_13_1.png,2.066,0.404,13,1
YS_2.066_PV_0.404\2.066_0.404_13_2.png,2.066,0.404,13,2
YS_2.066_PV_0.404\2.066_0.404_13_3.png,2.066,0.404,13,3
YS_2.066_PV_0.404\2.066_0.404_13_4.png,2.066,0.404,13,4
YS_2.066_PV_0.404\2.066_0.404_13_5.png,2.066,0.404,13,5
YS_2.066_PV_0.404\2.066_0.404_13_6.png,2.066,0.404,13,6
YS_2.066_PV_0.404\2.066_0.404_13_7.png,2.066,0.404,13,7
YS_2.066_PV_0.404\2.066_0.404_13_8.png,2.066,0.404,13,8
YS_2.066_PV_0.404\2.066_0.404_14_0.png,2.066,0.404,14,0
YS_2.066_PV_0.404\2.066_0.404_14_1.png,2.066,0.404,14,1
YS_2.066_PV_0.404\2.066_0.404_14_2.png,2.066,0.404,14,2
YS_2.066_PV_0.404\2.066_0.404_14_3.png,2.066,0.404,14,3
YS_2.066_PV_0.404\2.066_0.404_14_4.png,2.066,0.404,14,4
YS_2.066_PV_0.404\2.066_0.404_14_5.png,2.066,0.404,14,5
YS_2.066_PV_0.404\2.066_0.404_14_6.png,2.066,0.404,14,6
YS_2.066_PV_0.404\2.066_0.404_14_7.png,2.066,0.404,14,7
YS_2.066_PV_0.404\2.066_0.404_14_8.png,2.066,0.404,14,8
YS_2.066_PV_0.404\2.066_0.404_15_0.png,2.066,0.404,15,0
YS_2.066_PV_0.404\2.066_0.404_15_1.png,2.066,0.404,15,1
YS_2.066_PV_0.404\2.066_0.404_15_2.png,2.066,0.404,15,2
YS_2.066_PV_0.404\2.066_0.404_15_3.png,2.066,0.404,15,3
YS_2.066_PV_0.404\2.066_0.404_15_4.png,2.066,0.404,15,4
YS_2.066_PV_0.404\2.066_0.404_15_5.png,2.066,0.404,15,5
YS_2.066_PV_0.404\2.066_0.404_15_6.png,2.066,0.404,15,6
YS_2.066_PV_0.404\2.066_0.404_15_7.png,2.066,0.404,15,7
YS_2.066_PV_0.404\2.066_0.404_15_8.png,2.066,0.404,15,8
YS_2.066_PV_0.404\2.066_0.404_16_0.png,2.066,0.404,16,0
YS_2.066_PV_0.404\2.066_0.404_16_1.png,2.066,0.404,16,1
YS_2.066_PV_0.404\2.066_0.404_16_2.png,2.066,0.404,16,2
YS_2.066_PV_0.404\2.066_0.404_16_3.png,2.066,0.404,16,3
YS_2.066_PV_0.404\2.066_0.404_16_4.png,2.066,0.404,16,4
YS_2.066_PV_0.404\2.066_0.404_16_5.png,2.066,0.404,16,5
YS_2.066_PV_0.404\2.066_0.404_16_6.png,2.066,0.404,16,6
YS_2.066_PV_0.404\2.066_0.404_16_7.png,2.066,0.404,16,7
YS_2.066_PV_0.404\2.066_0.404_16_8.png,2.066,0.404,16,8
YS_2.066_PV_0.404\2.066_0.404_17_0.png,2.066,0.404,17,0
YS_2.066_PV_0.404\2.066_0.404_17_1.png,2.066,0.404,17,1
YS_2.066_PV_0.404\2.066_0.404_17_2.png,2.066,0.404,17,2
YS_2.066_PV_0.404\2.066_0.404_17_3.png,2.066,0.404,17,3
YS_2.066_PV_0.404\2.066_0.404_17_4.png,2.066,0.404,17,4
YS_2.066_PV_0.404\2.066_0.404_17_5.png,2.066,0.404,17,5
YS_2.066_PV_0.404\2.066_0.404_17_6.png,2.066,0.404,17,6
YS_2.066_PV_0.404\2.066_0.404_17_7.png,2.066,0.404,17,7
YS_2.066_PV_0.404\2.066_0.404_17_8.png,2.066,0.404,17,8
YS_2.066_PV_0.404\2.066_0.404_18_0.png,2.066,0.404,18,0
YS_2.066_PV_0.404\2.066_0.404_18_1.png,2.066,0.404,18,1
YS_2.066_PV_0.404\2.066_0.404_18_2.png,2.066,0.404,18,2
YS_2.066_PV_0.404\2.066_0.404_18_3.png,2.066,0.404,18,3
YS_2.066_PV_0.404\2.066_0.404_18_4.png,2.066,0.404,18,4
YS_2.066_PV_0.404\2.066_0.404_18_5.png,2.066,0.404,18,5
YS_2.066_PV_0.404\2.066_0.404_18_6.png,2.066,0.404,18,6
YS_2.066_PV_0.404\2.066_0.404_18_7.png,2.066,0.404,18,7
YS_2.066_PV_0.404\2.066_0.404_18_8.png,2.066,0.404,18,8
YS_2.066_PV_0.404\2.066_0.404_19_0.png,2.066,0.404,19,0
YS_2.066_PV_0.404\2.066_0.404_19_1.png,2.066,0.404,19,1
YS_2.066_PV_0.404\2.066_0.404_19_2.png,2.066,0.404,19,2
YS_2.066_PV_0.404\2.066_0.404_19_3.png,2.066,0.404,19,3
YS_2.066_PV_0.404\2.066_0.404_19_4.png,2.066,0.404,19,4
YS_2.066_PV_0.404\2.066_0.404_19_5.png,2.066,0.404,19,5
YS_2.066_PV_0.404\2.066_0.404_19_6.png,2.066,0.404,19,6
YS_2.066_PV_0.404\2.066_0.404_19_7.png,2.066,0.404,19,7
YS_2.066_PV_0.404\2.066_0.404_19_8.png,2.066,0.404,19,8
YS_2.066_PV_0.404\2.066_0.404_20_0.png,2.066,0.404,20,0
YS_2.066_PV_0.404\2.066_0.404_20_1.png,2.066,0.404,20,1
YS_2.066_PV_0.404\2.066_0.404_20_2.png,2.066,0.404,20,2
YS_2.066_PV_0.404\2.066_0.404_20_3.png,2.066,0.404,20,3
YS_2.066_PV_0.404\2.066_0.404_20_4.png,2.066,0.404,20,4
YS_2.066_PV_0.404\2.066_0.404_20_5.png,2.066,0.404,20,5
YS_2.066_PV_0.404\2.066_0.404_20_6.png,2.066,0.404,20,6
YS_2.066_PV_0.404\2.066_0.404_20_7.png,2.066,0.404,20,7
YS_2.066_PV_0.404\2.066_0.404_20_8.png,2.066,0.404,20,8
YS_2.066_PV_0.404\2.066_0.404_21_0.png,2.066,0.404,21,0
YS_2.066_PV_0.404\2.066_0.404_21_1.png,2.066,0.404,21,1
YS_2.066_PV_0.404\2.066_0.404_21_2.png,2.066,0.404,21,2
YS_2.066_PV_0.404\2.066_0.404_21_3.png,2.066,0.404,21,3
YS_2.066_PV_0.404\2.066_0.404_21_4.png,2.066,0.404,21,4
YS_2.066_PV_0.404\2.066_0.404_21_5.png,2.066,0.404,21,5
YS_2.066_PV_0.404\2.066_0.404_21_6.png,2.066,0.404,21,6
YS_2.066_PV_0.404\2.066_0.404_21_7.png,2.066,0.404,21,7
YS_2.066_PV_0.404\2.066_0.404_21_8.png,2.066,0.404,21,8
YS_2.066_PV_0.404\2.066_0.404_22_0.png,2.066,0.404,22,0
YS_2.066_PV_0.404\2.066_0.404_22_1.png,2.066,0.404,22,1
YS_2.066_PV_0.404\2.066_0.404_22_2.png,2.066,0.404,22,2
YS_2.066_PV_0.404\2.066_0.404_22_3.png,2.066,0.404,22,3
YS_2.066_PV_0.404\2.066_0.404_22_4.png,2.066,0.404,22,4
YS_2.066_PV_0.404\2.066_0.404_22_5.png,2.066,0.404,22,5
YS_2.066_PV_0.404\2.066_0.404_22_6.png,2.066,0.404,22,6
YS_2.066_PV_0.404\2.066_0.404_22_7.png,2.066,0.404,22,7
YS_2.066_PV_0.404\2.066_0.404_22_8.png,2.066,0.404,22,8
YS_2.066_PV_0.404\2.066_0.404_23_0.png,2.066,0.404,23,0
YS_2.066_PV_0.404\2.066_0.404_23_1.png,2.066,0.404,23,1
YS_2.066_PV_0.404\2.066_0.404_23_2.png,2.066,0.404,23,2
YS_2.066_PV_0.404\2.066_0.404_23_3.png,2.066,0.404,23,3
YS_2.066_PV_0.404\2.066_0.404_23_4.png,2.066,0.404,23,4
YS_2.066_PV_0.404\2.066_0.404_23_5.png,2.066,0.404,23,5
YS_2.066_PV_0.404\2.066_0.404_23_6.png,2.066,0.404,23,6
YS_2.066_PV_0.404\2.066_0.404_23_7.png,2.066,0.404,23,7
YS_2.066_PV_0.404\2.066_0.404_23_8.png,2.066,0.404,23,8
YS_2.066_PV_0.404\2.066_0.404_24_0.png,2.066,0.404,24,0
YS_2.066_PV_0.404\2.066_0.404_24_1.png,2.066,0.404,24,1
YS_2.066_PV_0.404\2.066_0.404_24_2.png,2.066,0.404,24,2
YS_2.066_PV_0.404\2.066_0.404_24_3.png,2.066,0.404,24,3
YS_2.066_PV_0.404\2.066_0.404_24_4.png,2.066,0.404,24,4
YS_2.066_PV_0.404\2.066_0.404_24_5.png,2.066,0.404,24,5
YS_2.066_PV_0.404\2.066_0.404_24_6.png,2.066,0.404,24,6
YS_2.066_PV_0.404\2.066_0.404_24_7.png,2.066,0.404,24,7
YS_2.066_PV_0.404\2.066_0.404_24_8.png,2.066,0.404,24,8
YS_2.066_PV_0.404\2.066_0.404_25_0.png,2.066,0.404,25,0
YS_2.066_PV_0.404\2.066_0.404_25_1.png,2.066,0.404,25,1
YS_2.066_PV_0.404\2.066_0.404_25_2.png,2.066,0.404,25,2
YS_2.066_PV_0.404\2.066_0.404_25_3.png,2.066,0.404,25,3
YS_2.066_PV_0.404\2.066_0.404_25_4.png,2.066,0.404,25,4
YS_2.066_PV_0.404\2.066_0.404_25_5.png,2.066,0.404,25,5
YS_2.066_PV_0.404\2.066_0.404_25_6.png,2.066,0.404,25,6
YS_2.066_PV_0.404\2.066_0.404_25_7.png,2.066,0.404,25,7
YS_2.066_PV_0.404\2.066_0.404_25_8.png,2.066,0.404,25,8
YS_2.066_PV_0.404\2.066_0.404_26_0.png,2.066,0.404,26,0
YS_2.066_PV_0.404\2.066_0.404_26_1.png,2.066,0.404,26,1
YS_2.066_PV_0.404\2.066_0.404_26_2.png,2.066,0.404,26,2
YS_2.066_PV_0.404\2.066_0.404_26_3.png,2.066,0.404,26,3
YS_2.066_PV_0.404\2.066_0.404_26_4.png,2.066,0.404,26,4
YS_2.066_PV_0.404\2.066_0.404_26_5.png,2.066,0.404,26,5
YS_2.066_PV_0.404\2.066_0.404_26_6.png,2.066,0.404,26,6
YS_2.066_PV_0.404\2.066_0.404_26_7.png,2.066,0.404,26,7
YS_2.066_PV_0.404\2.066_0.404_26_8.png,2.066,0.404,26,8
YS_2.066_PV_0.404\2.066_0.404_27_0.png,2.066,0.404,27,0
YS_2.066_PV_0.404\2.066_0.404_27_1.png,2.066,0.404,27,1
YS_2.066_PV_0.404\2.066_0.404_27_2.png,2.066,0.404,27,2
YS_2.066_PV_0.404\2.066_0.404_27_3.png,2.066,0.404,27,3
YS_2.066_PV_0.404\2.066_0.404_27_4.png,2.066,0.404,27,4
YS_2.066_PV_0.404\2.066_0.404_27_5.png,2.066,0.404,27,5
YS_2.066_PV_0.404\2.066_0.404_27_6.png,2.066,0.404,27,6
YS_2.066_PV_0.404\2.066_0.404_27_7.png,2.066,0.404,27,7
YS_2.066_PV_0.404\2.066_0.404_27_8.png,2.066,0.404,27,8
YS_2.066_PV_0.404\2.066_0.404_28_0.png,2.066,0.404,28,0
YS_2.066_PV_0.404\2.066_0.404_28_1.png,2.066,0.404,28,1
YS_2.066_PV_0.404\2.066_0.404_28_2.png,2.066,0.404,28,2
YS_2.066_PV_0.404\2.066_0.404_28_3.png,2.066,0.404,28,3
YS_2.066_PV_0.404\2.066_0.404_28_4.png,2.066,0.404,28,4
YS_2.066_PV_0.404\2.066_0.404_28_5.png,2.066,0.404,28,5
YS_2.066_PV_0.404\2.066_0.404_28_6.png,2.066,0.404,28,6
YS_2.066_PV_0.404\2.066_0.404_28_7.png,2.066,0.404,28,7
YS_2.066_PV_0.404\2.066_0.404_28_8.png,2.066,0.404,28,8
YS_2.066_PV_0.404\2.066_0.404_29_0.png,2.066,0.404,29,0
YS_2.066_PV_0.404\2.066_0.404_29_1.png,2.066,0.404,29,1
YS_2.066_PV_0.404\2.066_0.404_29_2.png,2.066,0.404,29,2
YS_2.066_PV_0.404\2.066_0.404_29_3.png,2.066,0.404,29,3
YS_2.066_PV_0.404\2.066_0.404_29_4.png,2.066,0.404,29,4
YS_2.066_PV_0.404\2.066_0.404_29_5.png,2.066,0.404,29,5
YS_2.066_PV_0.404\2.066_0.404_29_6.png,2.066,0.404,29,6
YS_2.066_PV_0.404\2.066_0.404_29_7.png,2.066,0.404,29,7
YS_2.066_PV_0.404\2.066_0.404_29_8.png,2.066,0.404,29,8
YS_2.066_PV_0.404\2.066_0.404_30_0.png,2.066,0.404,30,0
YS_2.066_PV_0.404\2.066_0.404_30_1.png,2.066,0.404,30,1
YS_2.066_PV_0.404\2.066_0.404_30_2.png,2.066,0.404,30,2
YS_2.066_PV_0.404\2.066_0.404_30_3.png,2.066,0.404,30,3
YS_2.066_PV_0.404\2.066_0.404_30_4.png,2.066,0.404,30,4
YS_2.066_PV_0.404\2.066_0.404_30_5.png,2.066,0.404,30,5
YS_2.066_PV_0.404\2.066_0.404_30_6.png,2.066,0.404,30,6
YS_2.066_PV_0.404\2.066_0.404_30_7.png,2.066,0.404,30,7
YS_2.066_PV_0.404\2.066_0.404_30_8.png,2.066,0.404,30,8
YS_2.066_PV_0.404\2.066_0.404_31_0.png,2.066,0.404,31,0
YS_2.066_PV_0.404\2.066_0.404_31_1.png,2.066,0.404,31,1
YS_2.066_PV_0.404\2.066_0.404_31_2.png,2.066,0.404,31,2
YS_2.066_PV_0.404\2.066_0.404_31_3.png,2.066,0.404,31,3
YS_2.066_PV_0.404\2.066_0.404_31_4.png,2.066,0.404,31,4
YS_2.066_PV_0.404\2.066_0.404_31_5.png,2.066,0.404,31,5
YS_2.066_PV_0.404\2.066_0.404_31_6.png,2.066,0.404,31,6
YS_2.066_PV_0.404\2.066_0.404_31_7.png,2.066,0.404,31,7
YS_2.066_PV_0.404\2.066_0.404_31_8.png,2.066,0.404,31,8
YS_2.066_PV_0.404\2.066_0.404_32_0.png,2.066,0.404,32,0
YS_2.066_PV_0.404\2.066_0.404_32_1.png,2.066,0.404,32,1
YS_2.066_PV_0.404\2.066_0.404_32_2.png,2.066,0.404,32,2
YS_2.066_PV_0.404\2.066_0.404_32_3.png,2.066,0.404,32,3
YS_2.066_PV_0.404\2.066_0.404_32_4.png,2.066,0.404,32,4
YS_2.066_PV_0.404\2.066_0.404_32_5.png,2.066,0.404,32,5
YS_2.066_PV_0.404\2.066_0.404_32_6.png,2.066,0.404,32,6
YS_2.066_PV_0.404\2.066_0.404_32_7.png,2.066,0.404,32,7
YS_2.066_PV_0.404\2.066_0.404_32_8.png,2.066,0.404,32,8
YS_2.066_PV_0.404\2.066_0.404_33_0.png,2.066,0.404,33,0
YS_2.066_PV_0.404\2.066_0.404_33_1.png,2.066,0.404,33,1
YS_2.066_PV_0.404\2.066_0.404_33_2.png,2.066,0.404,33,2
YS_2.066_PV_0.404\2.066_0.404_33_3.png,2.066,0.404,33,3
YS_2.066_PV_0.404\2.066_0.404_33_4.png,2.066,0.404,33,4
YS_2.066_PV_0.404\2.066_0.404_33_5.png,2.066,0.404,33,5
YS_2.066_PV_0.404\2.066_0.404_33_6.png,2.066,0.404,33,6
YS_2.066_PV_0.404\2.066_0.404_33_7.png,2.066,0.404,33,7
YS_2.066_PV_0.404\2.066_0.404_33_8.png,2.066,0.404,33,8
YS_2.066_PV_0.404\2.066_0.404_34_0.png,2.066,0.404,34,0
YS_2.066_PV_0.404\2.066_0.404_34_1.png,2.066,0.404,34,1
YS_2.066_PV_0.404\2.066_0.404_34_2.png,2.066,0.404,34,2
YS_2.066_PV_0.404\2.066_0.404_34_3.png,2.066,0.404,34,3
YS_2.066_PV_0.404\2.066_0.404_34_4.png,2.066,0.404,34,4
YS_2.066_PV_0.404\2.066_0.404_34_5.png,2.066,0.404,34,5
YS_2.066_PV_0.404\2.066_0.404_34_6.png,2.066,0.404,34,6
YS_2.066_PV_0.404\2.066_0.404_34_7.png,2.066,0.404,34,7
YS_2.066_PV_0.404\2.066_0.404_34_8.png,2.066,0.404,34,8
YS_2.066_PV_0.404\2.066_0.404_35_0.png,2.066,0.404,35,0
YS_2.066_PV_0.404\2.066_0.404_35_1.png,2.066,0.404,35,1
YS_2.066_PV_0.404\2.066_0.404_35_2.png,2.066,0.404,35,2
YS_2.066_PV_0.404\2.066_0.404_35_3.png,2.066,0.404,35,3
YS_2.066_PV_0.404\2.066_0.404_35_4.png,2.066,0.404,35,4
YS_2.066_PV_0.404\2.066_0.404_35_5.png,2.066,0.404,35,5
YS_2.066_PV_0.404\2.066_0.404_35_6.png,2.066,0.404,35,6
YS_2.066_PV_0.404\2.066_0.404_35_7.png,2.066,0.404,35,7
YS_2.066_PV_0.404\2.066_0.404_35_8.png,2.066,0.404,35,8
YS_2.066_PV_0.404\2.066_0.404_36_0.png,2.066,0.404,36,0
YS_2.066_PV_0.404\2.066_0.404_36_1.png,2.066,0.404,36,1
YS_2.066_PV_0.404\2.066_0.404_36_2.png,2.066,0.404,36,2
YS_2.066_PV_0.404\2.066_0.404_36_3.png,2.066,0.404,36,3
YS_2.066_PV_0.404\2.066_0.404_36_4.png,2.066,0.404,36,4
YS_2.066_PV_0.404\2.066_0.404_36_5.png,2.066,0.404,36,5
YS_2.066_PV_0.404\2.066_0.404_36_6.png,2.066,0.404,36,6
YS_2.066_PV_0.404\2.066_0.404_36_7.png,2.066,0.404,36,7
YS_2.066_PV_0.404\2.066_0.404_36_8.png,2.066,0.404,36,8
YS_2.066_PV_0.404\2.066_0.404_37_0.png,2.066,0.404,37,0
YS_2.066_PV_0.404\2.066_0.404_37_1.png,2.066,0.404,37,1
YS_2.066_PV_0.404\2.066_0.404_37_2.png,2.066,0.404,37,2
YS_2.066_PV_0.404\2.066_0.404_37_3.png,2.066,0.404,37,3
YS_2.066_PV_0.404\2.066_0.404_37_4.png,2.066,0.404,37,4
YS_2.066_PV_0.404\2.066_0.404_37_5.png,2.066,0.404,37,5
YS_2.066_PV_0.404\2.066_0.404_37_6.png,2.066,0.404,37,6
YS_2.066_PV_0.404\2.066_0.404_37_7.png,2.066,0.404,37,7
YS_2.066_PV_0.404\2.066_0.404_37_8.png,2.066,0.404,37,8
YS_2.066_PV_0.404\2.066_0.404_38_0.png,2.066,0.404,38,0
YS_2.066_PV_0.404\2.066_0.404_38_1.png,2.066,0.404,38,1
YS_2.066_PV_0.404\2.066_0.404_38_2.png,2.066,0.404,38,2
YS_2.066_PV_0.404\2.066_0.404_38_3.png,2.066,0.404,38,3
YS_2.066_PV_0.404\2.066_0.404_38_4.png,2.066,0.404,38,4
YS_2.066_PV_0.404\2.066_0.404_38_5.png,2.066,0.404,38,5
YS_2.066_PV_0.404\2.066_0.404_38_6.png,2.066,0.404,38,6
YS_2.066_PV_0.404\2.066_0.404_38_7.png,2.066,0.404,38,7
YS_2.066_PV_0.404\2.066_0.404_38_8.png,2.066,0.404,38,8
YS_2.066_PV_0.404\2.066_0.404_39_0.png,2.066,0.404,39,0
YS_2.066_PV_0.404\2.066_0.404_39_1.png,2.066,0.404,39,1
YS_2.066_PV_0.404\2.066_0.404_39_2.png,2.066,0.404,39,2
YS_2.066_PV_0.404\2.066_0.404_39_3.png,2.066,0.404,39,3
YS_2.066_PV_0.404\2.066_0.404_39_4.png,2.066,0.404,39,4
YS_2.066_PV_0.404\2.066_0.404_39_5.png,2.066,0.404,39,5
YS_2.066_PV_0.404\2.066_0.404_39_6.png,2.066,0.404,39,6
YS_2.066_PV_0.404\2.066_0.404_39_7.png,2.066,0.404,39,7
YS_2.066_PV_0.404\2.066_0.404_39_8.png,2.066,0.404,39,8
YS_1.751_PV_0.239\1.751_0.239_0_0.png,1.751,0.239,0,0
YS_1.751_PV_0.239\1.751_0.239_0_1.png,1.751,0.239,0,1
YS_1.751_PV_0.239\1.751_0.239_0_2.png,1.751,0.239,0,2
YS_1.751_PV_0.239\1.751_0.239_0_3.png,1.751,0.239,0,3
YS_1.751_PV_0.239\1.751_0.239_0_4.png,1.751,0.239,0,4
YS_1.751_PV_0.239\1.751_0.239_0_5.png,1.751,0.239,0,5
YS_1.751_PV_0.239\1.751_0.239_0_6.png,1.751,0.239,0,6
YS_1.751_PV_0.239\1.751_0.239_0_7.png,1.751,0.239,0,7
YS_1.751_PV_0.239\1.751_0.239_0_8.png,1.751,0.239,0,8
